Название улицы,Длина,Начальные координаты,Конечные координаты
Джалиля,69.289,"(80.2678461, 50.4048485)","(80.2678098, 50.4054712)"
улица Некрасова,77.818,"(80.2697751, 50.4033521)","(80.2698137, 50.4026527)"
улица Некрасова,85.87,"(80.2697751, 50.4033521)","(80.2697618, 50.4041243)"
улица Достоевского,88.65,"(80.2697751, 50.4033521)","(80.2710252, 50.4033793)"
улица Достоевского,132.084,"(80.2697751, 50.4033521)","(80.2679116, 50.4033366)"
улица Академика Павлова,73.046,"(80.2707924, 50.404132)","(80.2697618, 50.4041243)"
улица Академика Павлова,81.053,"(80.2707924, 50.404132)","(80.2707548, 50.4048568)"
улица Академика Павлова,87.07600000000001,"(80.2707924, 50.404132)","(80.2710252, 50.4033793)"
,618.5,"(80.2707924, 50.404132)","(80.2789582, 50.4037132)"
улица Чайжунусова,44.016000000000005,"(80.2765244, 50.4033224)","(80.2766468, 50.4029345)"
улица Чайжунусова,311.529,"(80.2765244, 50.4033224)","(80.2723319, 50.402655)"
Елтай,90.942,"(80.2841637, 50.4007349)","(80.2848555, 50.4014237)"
Елтай,85.503,"(80.2841637, 50.4007349)","(80.2834149, 50.4001327)"
Акжол 3-й переулок,169.372,"(80.2841637, 50.4007349)","(80.2821851, 50.4015888)"
Аюченко,112.586,"(80.2862443, 50.4020037)","(80.286969, 50.4029047)"
Усть-Каменогорская улица,10.856,"(80.2862443, 50.4020037)","(80.2863719, 50.4019497)"
Усть-Каменогорская улица,26.97,"(80.2862443, 50.4020037)","(80.2859305, 50.4021409)"
Усть-Каменогорская улица,7.405,"(80.2858472, 50.4021811)","(80.2859305, 50.4021409)"
Усть-Каменогорская улица,173.27,"(80.2858472, 50.4021811)","(80.2838108, 50.4030433)"
,42.691,"(80.2858472, 50.4021811)","(80.2855131, 50.4018639)"
Декоративная улица,79.633,"(80.2876191, 50.4037985)","(80.2886325, 50.4034892)"
Аюченко,214.044,"(80.2876191, 50.4037985)","(80.2889341, 50.4055314)"
Аюченко,29.999000000000002,"(80.2876191, 50.4037985)","(80.2874366, 50.4035572)"
6я Линия,45.707,"(80.2947819, 50.3994509)","(80.2945059, 50.3990794)"
,138.899,"(80.2947819, 50.3994509)","(80.2965461, 50.3989071)"
,91.332,"(80.2947819, 50.3994509)","(80.2936285, 50.3998171)"
6я Линия,216.814,"(80.2947819, 50.3994509)","(80.2960816, 50.4012159)"
Усть-Каменогорская улица,48.511,"(80.2940629, 50.3985645)","(80.2946278, 50.3983182)"
Усть-Каменогорская улица,168.161,"(80.2940629, 50.3985645)","(80.2921129, 50.3994259)"
6я Линия,49.079,"(80.2940629, 50.3985645)","(80.2944047, 50.3989431)"
Декоративная улица,76.329,"(80.2929876, 50.4021602)","(80.2939589, 50.4018637)"
Декоративная улица,81.556,"(80.2929876, 50.4021602)","(80.2919497, 50.4024769)"
3-я Линия,217.893,"(80.2929876, 50.4021602)","(80.2916466, 50.4003969)"
3-я Линия,312.492,"(80.2929876, 50.4021602)","(80.2948737, 50.4047004)"
Декоративная улица,81.556,"(80.2919497, 50.4024769)","(80.2929876, 50.4021602)"
Декоративная улица,80.85,"(80.2919497, 50.4024769)","(80.2909208, 50.4027909)"
2-я Линия,312.706,"(80.2919497, 50.4024769)","(80.2938681, 50.4050094)"
,77.308,"(80.2916466, 50.4003969)","(80.2926399, 50.4001097)"
3-я Линия,73.097,"(80.2916466, 50.4003969)","(80.291178, 50.3998113)"
3-я Линия,217.893,"(80.2916466, 50.4003969)","(80.2929876, 50.4021602)"
Усть-Каменогорская улица,106.03,"(80.2889709, 50.4007698)","(80.2902126, 50.400238)"
Усть-Каменогорская улица,86.682,"(80.2889709, 50.4007698)","(80.2879927, 50.4012377)"
1-я Линия,267.842,"(80.2889709, 50.4007698)","(80.2909208, 50.4027909)"
,57.815,"(80.2889709, 50.4007698)","(80.2884732, 50.4003579)"
Декоративная улица,97.021,"(80.2896861, 50.4031677)","(80.2909208, 50.4027909)"
Декоративная улица,82.789,"(80.2896861, 50.4031677)","(80.2886325, 50.4034892)"
Олимпийская улица,311.562,"(80.2896861, 50.4031677)","(80.2915963, 50.4056913)"
Декоративная улица,80.85,"(80.2909208, 50.4027909)","(80.2919497, 50.4024769)"
Декоративная улица,97.021,"(80.2909208, 50.4027909)","(80.2896861, 50.4031677)"
1-я Линия,312.594,"(80.2909208, 50.4027909)","(80.2928495, 50.4053191)"
1-я Линия,267.842,"(80.2909208, 50.4027909)","(80.2889709, 50.4007698)"
Декоративная улица,82.789,"(80.2886325, 50.4034892)","(80.2896861, 50.4031677)"
Декоративная улица,79.633,"(80.2886325, 50.4034892)","(80.2876191, 50.4037985)"
Луговая улица,312.612,"(80.2886325, 50.4034892)","(80.290543, 50.4060232)"
Луговая улица,235.54399999999998,"(80.2886325, 50.4034892)","(80.2871898, 50.4015813)"
Декоративная улица,79.076,"(80.2939589, 50.4018637)","(80.2949652, 50.4015566)"
Декоративная улица,76.329,"(80.2939589, 50.4018637)","(80.2929876, 50.4021602)"
Веретельникова,312.921,"(80.2939589, 50.4018637)","(80.2959166, 50.4043861)"
Веретельникова,216.297,"(80.2939589, 50.4018637)","(80.2926399, 50.4001097)"
Декоративная улица,87.476,"(80.2960816, 50.4012159)","(80.2971948, 50.4008762)"
Декоративная улица,87.728,"(80.2960816, 50.4012159)","(80.2949652, 50.4015566)"
6я Линия,313.098,"(80.2960816, 50.4012159)","(80.2979977, 50.403753)"
6я Линия,216.814,"(80.2960816, 50.4012159)","(80.2947819, 50.3994509)"
Кошкинбаева,81.758,"(80.2948737, 50.4047004)","(80.2959166, 50.4043861)"
Кошкинбаева,79.118,"(80.2948737, 50.4047004)","(80.2938681, 50.4050094)"
3-я Линия,312.492,"(80.2948737, 50.4047004)","(80.2929876, 50.4021602)"
3-я Линия,315.456,"(80.2948737, 50.4047004)","(80.2968293, 50.4072489)"
Кошкинбаева,77.597,"(80.2959166, 50.4043861)","(80.2969032, 50.4040835)"
Кошкинбаева,81.758,"(80.2959166, 50.4043861)","(80.2948737, 50.4047004)"
Веретельникова,312.921,"(80.2959166, 50.4043861)","(80.2939589, 50.4018637)"
Веретельникова,314.366,"(80.2959166, 50.4043861)","(80.2978039, 50.4069446)"
15-я Линия,59.922,"(80.3037965, 50.3965858)","(80.3034235, 50.3961022)"
15-я Линия,206.998,"(80.3037965, 50.3965858)","(80.3050369, 50.3982711)"
,77.556,"(80.3037965, 50.3965858)","(80.3047794, 50.3962794)"
Декоративная улица,75.749,"(80.3031922, 50.3990457)","(80.3041561, 50.3987515)"
Декоративная улица,80.727,"(80.3031922, 50.3990457)","(80.302165, 50.3993593)"
13-я Линия,21.264,"(80.3031922, 50.3990457)","(80.3030681, 50.3988716)"
13-я Линия,311.621,"(80.3031922, 50.3990457)","(80.3050875, 50.4015744)"
Декоративная улица,78.936,"(80.3041561, 50.3987515)","(80.3051606, 50.398445)"
Декоративная улица,75.749,"(80.3041561, 50.3987515)","(80.3031922, 50.3990457)"
14-я Линия,21.238,"(80.3041561, 50.3987515)","(80.3040315, 50.3985778)"
14-я Линия,311.568,"(80.3041561, 50.3987515)","(80.3060444, 50.4012818)"
13-я Линия,58.558,"(80.301623, 50.3972301)","(80.3012676, 50.3967547)"
Кок-Терек переулок,300.843,"(80.301623, 50.3972301)","(80.2978736, 50.398498)"
13-я Линия,212.339,"(80.301623, 50.3972301)","(80.3030681, 50.3988716)"
16-я Линия,59.785,"(80.3047794, 50.3962794)","(80.3043988, 50.3957996)"
16-я Линия,207.652,"(80.3047794, 50.3962794)","(80.3060268, 50.3979691)"
,78.046,"(80.3047794, 50.3962794)","(80.305773, 50.395977)"
,77.556,"(80.3047794, 50.3962794)","(80.3037965, 50.3965858)"
18-я Линия,60.623,"(80.3067553, 50.395673)","(80.3063743, 50.3951849)"
,77.402,"(80.3067553, 50.395673)","(80.305773, 50.395977)"
18-я Линия,213.397,"(80.3067553, 50.395673)","(80.3077481, 50.3974431)"
19-я Линия,141.879,"(80.3067553, 50.395673)","(80.3074773, 50.3948518)"
17-я Линия,59.685,"(80.305773, 50.395977)","(80.3053915, 50.3954985)"
17-я Линия,207.532,"(80.305773, 50.395977)","(80.3070254, 50.397664)"
,77.402,"(80.305773, 50.395977)","(80.3067553, 50.395673)"
,78.046,"(80.305773, 50.395977)","(80.3047794, 50.3962794)"
Декоративная улица,78.411,"(80.3051606, 50.398445)","(80.3061482, 50.3981273)"
Декоративная улица,78.936,"(80.3051606, 50.398445)","(80.3041561, 50.3987515)"
15-я Линия,21.232,"(80.3051606, 50.398445)","(80.3050369, 50.3982711)"
15-я Линия,310.834,"(80.3051606, 50.398445)","(80.3070567, 50.4009656)"
Декоративная улица,78.157,"(80.3071395, 50.3978195)","(80.3061482, 50.3981273)"
17-я Линия,19.089,"(80.3071395, 50.3978195)","(80.3070254, 50.397664)"
Декоративная улица,63.632000000000005,"(80.3071395, 50.3978195)","(80.3077481, 50.3974431)"
17-я Линия,371.38599999999997,"(80.3071395, 50.3978195)","(80.3086338, 50.4008051)"
Декоративная улица,78.157,"(80.3061482, 50.3981273)","(80.3071395, 50.3978195)"
Декоративная улица,78.411,"(80.3061482, 50.3981273)","(80.3051606, 50.398445)"
16-я Линия,19.583,"(80.3061482, 50.3981273)","(80.3060268, 50.3979691)"
16-я Линия,328.255,"(80.3061482, 50.3981273)","(80.3079047, 50.4008422)"
Кошкинбаева,76.981,"(80.3031208, 50.4021945)","(80.3041011, 50.4018964)"
Кошкинбаева,79.267,"(80.3031208, 50.4021945)","(80.3021115, 50.4025016)"
11-я Линия,312.201,"(80.3031208, 50.4021945)","(80.3050335, 50.4047237)"
11-я Линия,313.605,"(80.3031208, 50.4021945)","(80.3012052, 50.3996522)"
Кошкинбаева,78.547,"(80.3041011, 50.4018964)","(80.3050875, 50.4015744)"
Кошкинбаева,76.981,"(80.3041011, 50.4018964)","(80.3031208, 50.4021945)"
12-я Линия,311.155,"(80.3041011, 50.4018964)","(80.3060606, 50.4044005)"
12-я Линия,313.718,"(80.3041011, 50.4018964)","(80.302165, 50.3993593)"
Кошкинбаева,75.222,"(80.3050875, 50.4015744)","(80.3060444, 50.4012818)"
Кошкинбаева,78.547,"(80.3050875, 50.4015744)","(80.3041011, 50.4018964)"
13-я Линия,311.621,"(80.3050875, 50.4015744)","(80.3031922, 50.3990457)"
13-я Линия,325.677,"(80.3050875, 50.4015744)","(80.307082, 50.404213)"
Кошкинбаева,79.9,"(80.3070567, 50.4009656)","(80.3060444, 50.4012818)"
15-я Линия,310.834,"(80.3070567, 50.4009656)","(80.3051606, 50.398445)"
Кошкинбаева,61.693,"(80.3070567, 50.4009656)","(80.3079047, 50.4008422)"
Кошкинбаева,79.9,"(80.3060444, 50.4012818)","(80.3070567, 50.4009656)"
Кошкинбаева,75.222,"(80.3060444, 50.4012818)","(80.3050875, 50.4015744)"
14-я Линия,311.568,"(80.3060444, 50.4012818)","(80.3041561, 50.3987515)"
14-я Линия,184.423,"(80.3060444, 50.4012818)","(80.3071734, 50.4027761)"
14-я Линия,184.423,"(80.3071734, 50.4027761)","(80.3060444, 50.4012818)"
ул. Жумабаева,90.769,"(80.2576736, 50.4076857)","(80.2576724, 50.4068694)"
ул. Жумабаева,44.331,"(80.2576736, 50.4076857)","(80.25764, 50.4080838)"
улица Дулатова,128.107,"(80.2576736, 50.4076857)","(80.2594798, 50.4076387)"
ул. Дулатова,90.46,"(80.2576736, 50.4076857)","(80.2563976, 50.4077054)"
улица Дулатова,166.224,"(80.2594798, 50.4076387)","(80.2618248, 50.4076057)"
улица Дулатова,128.107,"(80.2594798, 50.4076387)","(80.2576736, 50.4076857)"
улица Панфилова,87.798,"(80.2594798, 50.4076387)","(80.2595476, 50.4068503)"
улица Панфилова,174.332,"(80.2594798, 50.4076387)","(80.2594867, 50.4092065)"
ул. А. Найманбаева,8.859,"(80.2574248, 50.4092271)","(80.2572998, 50.4092259)"
Козбагарова,122.414,"(80.2574248, 50.4092271)","(80.2579836, 50.4102688)"
ул. А. Найманбаева,146.134,"(80.2574248, 50.4092271)","(80.2594867, 50.4092065)"
ул. Жумабаева,130.223,"(80.2574248, 50.4092271)","(80.25764, 50.4080838)"
улица Панфилова,110.434,"(80.2594867, 50.4092065)","(80.2594701, 50.4101996)"
улица Панфилова,174.332,"(80.2594867, 50.4092065)","(80.2594798, 50.4076387)"
ул. А. Найманбаева,146.134,"(80.2594867, 50.4092065)","(80.2574248, 50.4092271)"
ул. А. Найманбаева,35.867,"(80.2594867, 50.4092065)","(80.2599928, 50.4092026)"
Козбагарова,122.414,"(80.2579836, 50.4102688)","(80.2574248, 50.4092271)"
Тукая,88.655,"(80.2657299, 50.4075881)","(80.2657106, 50.4067909)"
Тукая,103.335,"(80.2657299, 50.4075881)","(80.2657071, 50.4085173)"
улица Дулатова,142.0,"(80.2657299, 50.4075881)","(80.2677333, 50.4075643)"
улица Дулатова,134.842,"(80.2657299, 50.4075881)","(80.2638272, 50.4075961)"
улица Фрунзе,87.805,"(80.2638272, 50.4075961)","(80.2638135, 50.4068065)"
улица Дулатова,141.908,"(80.2638272, 50.4075961)","(80.2618248, 50.4076057)"
улица Дулатова,134.842,"(80.2638272, 50.4075961)","(80.2657299, 50.4075881)"
улица Фрунзе,175.025,"(80.2638272, 50.4075961)","(80.263925, 50.4091689)"
улица Посмакова,85.931,"(80.2618248, 50.4076057)","(80.2617913, 50.4068332)"
улица Посмакова,175.923,"(80.2618248, 50.4076057)","(80.2618541, 50.4091877)"
улица Дулатова,141.908,"(80.2618248, 50.4076057)","(80.2638272, 50.4075961)"
улица Дулатова,166.224,"(80.2618248, 50.4076057)","(80.2594798, 50.4076387)"
Тукая,218.779,"(80.2656914, 50.4091588)","(80.2656452, 50.4111261)"
улица А. Найманбаева,83.373,"(80.2656914, 50.4091588)","(80.2645149, 50.409162)"
улица А. Найманбаева,138.187,"(80.2656914, 50.4091588)","(80.2676412, 50.4091403)"
Тукая,71.34,"(80.2656914, 50.4091588)","(80.2657071, 50.4085173)"
улица Посмакова,175.923,"(80.2618541, 50.4091877)","(80.2618248, 50.4076057)"
улица Посмакова,219.916,"(80.2618541, 50.4091877)","(80.2619034, 50.4111652)"
ул. А. Найманбаева,131.911,"(80.2618541, 50.4091877)","(80.2599928, 50.4092026)"
ул. А. Найманбаева,146.769,"(80.2618541, 50.4091877)","(80.263925, 50.4091689)"
улица А. Найманбаева,41.81,"(80.263925, 50.4091689)","(80.2645149, 50.409162)"
улица Фрунзе,104.434,"(80.263925, 50.4091689)","(80.263946, 50.410108)"
ул. А. Найманбаева,146.769,"(80.263925, 50.4091689)","(80.2618541, 50.4091877)"
улица Фрунзе,175.025,"(80.263925, 50.4091689)","(80.2638272, 50.4075961)"
Бауыржан Момышұлы көшесі,163.947,"(80.260519, 50.4161956)","(80.2588663, 50.4151637)"
Бауыржан Момышұлы көшесі,23.159,"(80.260519, 50.4161956)","(80.2607504, 50.4163427)"
Жамақаев көшесі,5.69,"(80.260519, 50.4161956)","(80.2605743, 50.4161585)"
Жамақаев көшесі,134.731,"(80.260519, 50.4161956)","(80.2592089, 50.4170738)"
улица Фрунзе,167.062,"(80.2640067, 50.4116748)","(80.2656362, 50.4127606)"
улица Фрунзе,61.11,"(80.2640067, 50.4116748)","(80.2639924, 50.4111253)"
Қабанбай Батыр көшесі,132.909,"(80.2640067, 50.4116748)","(80.2626659, 50.4125079)"
Тукая,218.779,"(80.2656452, 50.4111261)","(80.2656914, 50.4091588)"
Тукая,181.749,"(80.2656452, 50.4111261)","(80.2656362, 50.4127606)"
Ч. Валиханова,134.036,"(80.2656452, 50.4111261)","(80.2675365, 50.4111081)"
Ч. Валиханова,117.12,"(80.2656452, 50.4111261)","(80.2639924, 50.4111253)"
Ч. Валиханова,117.12,"(80.2639924, 50.4111253)","(80.2656452, 50.4111261)"
улица Фрунзе,61.11,"(80.2639924, 50.4111253)","(80.2640067, 50.4116748)"
улица Фрунзе,113.167,"(80.2639924, 50.4111253)","(80.263946, 50.410108)"
Ч. Валиханова,148.11700000000002,"(80.2639924, 50.4111253)","(80.2619034, 50.4111652)"
Жамақаев көшесі,127.838,"(80.2618605, 50.4152453)","(80.2630837, 50.4144002)"
Жамақаев көшесі,111.169,"(80.2618605, 50.4152453)","(80.2608202, 50.4159937)"
улица Мангилик Ел,46.898,"(80.2618605, 50.4152453)","(80.2623303, 50.4155424)"
улица Мангилик Ел,108.197,"(80.2618605, 50.4152453)","(80.260756, 50.4145734)"
Жамақаев көшесі,127.838,"(80.2630837, 50.4144002)","(80.2618605, 50.4152453)"
Қайым Мұхамедханов көшесі,53.013,"(80.2630837, 50.4144002)","(80.2636205, 50.4147323)"
Жамақаев көшесі,123.438,"(80.2630837, 50.4144002)","(80.2643411, 50.4142361)"
Қайым Мұхамедханов көшесі,164.635,"(80.2630837, 50.4144002)","(80.2614716, 50.4133343)"
улица Трусова,137.46,"(80.2657028, 50.4160464)","(80.2671002, 50.4151889)"
улица Трусова,137.026,"(80.2657028, 50.4160464)","(80.2643726, 50.4169409)"
Қайым Мұхамедханов көшесі,112.854,"(80.2657028, 50.4160464)","(80.2668394, 50.4167574)"
Қайым Мұхамедханов көшесі,103.962,"(80.2657028, 50.4160464)","(80.2646301, 50.4154085)"
улица Шугаева,115.175,"(80.2463359, 50.42104)","(80.2452024, 50.4217825)"
Кульжановых,174.88,"(80.2463359, 50.42104)","(80.2445219, 50.4199734)"
Кульжановых,174.38199999999998,"(80.2463359, 50.42104)","(80.2480337, 50.4221589)"
Кульжановых,108.539,"(80.2489881, 50.4229132)","(80.2480337, 50.4221589)"
улица Засядко,46.188,"(80.2541842, 50.4203666)","(80.2546382, 50.4206647)"
улица Жамакаева,109.988,"(80.2541842, 50.4203666)","(80.2552124, 50.4196255)"
улица Засядко,108.99,"(80.2541842, 50.4203666)","(80.2531153, 50.4196623)"
Елемесова (Красногвардейская),190.51299999999998,"(80.2487213, 50.4241228)","(80.2469476, 50.4228627)"
Елемесова (Красногвардейская),305.054,"(80.2487213, 50.4241228)","(80.2518608, 50.4258822)"
Кульжановых,97.932,"(80.2487213, 50.4241228)","(80.2493736, 50.4233972)"
Жамақаев көшесі,101.51599999999999,"(80.2487213, 50.4241228)","(80.2477023, 50.4247157)"
улица Шугаева,115.175,"(80.2452024, 50.4217825)","(80.2463359, 50.42104)"
улица Шугаева,109.667,"(80.2452024, 50.4217825)","(80.2441223, 50.422489)"
Елемесов көшесі,175.152,"(80.2452024, 50.4217825)","(80.2434296, 50.4206846)"
Елемесов көшесі,172.376,"(80.2452024, 50.4217825)","(80.2469476, 50.4228627)"
Қабанбай Батыр көшесі,108.779,"(80.2458748, 50.4235626)","(80.2469476, 50.4228627)"
Қабанбай Батыр көшесі,115.772,"(80.2458748, 50.4235626)","(80.2447644, 50.4243265)"
Нұршайықов көшесі,182.212,"(80.2458748, 50.4235626)","(80.2477023, 50.4247157)"
Нұршайықов көшесі,172.237,"(80.2458748, 50.4235626)","(80.2441223, 50.422489)"
Нұршайықов көшесі,182.212,"(80.2477023, 50.4247157)","(80.2458748, 50.4235626)"
Жамақаев көшесі,101.516,"(80.2477023, 50.4247157)","(80.2487213, 50.4241228)"
Жамақаев көшесі,118.924,"(80.2477023, 50.4247157)","(80.2466853, 50.4254909)"
Жамақаев көшесі,53.589,"(80.2444358, 50.4268779)","(80.2449699, 50.4265366)"
Жамақаев көшесі,110.063,"(80.2444358, 50.4268779)","(80.2433479, 50.4275846)"
Мамая (Маяковского),131.395,"(80.2444358, 50.4268779)","(80.2431196, 50.4260453)"
улица Гёте,187.833,"(80.2466853, 50.4254909)","(80.2447644, 50.4243265)"
Жамақаев көшесі,118.92399999999999,"(80.2466853, 50.4254909)","(80.2477023, 50.4247157)"
Жамақаев көшесі,176.815,"(80.2466853, 50.4254909)","(80.2449699, 50.4265366)"
Гоголя,113.14,"(80.2534977, 50.4227552)","(80.2545805, 50.4220073)"
улица Чехова,104.152,"(80.2534977, 50.4227552)","(80.2545832, 50.4233869)"
улица Чехова,103.528,"(80.2534977, 50.4227552)","(80.2524458, 50.4221089)"
Гоголя,109.485,"(80.2545805, 50.4220073)","(80.2556453, 50.4212937)"
Гоголя,113.14,"(80.2545805, 50.4220073)","(80.2534977, 50.4227552)"
Аймаутова (Пролетарская),106.532,"(80.2545805, 50.4220073)","(80.2556569, 50.4226763)"
Аймаутова (Пролетарская),104.686,"(80.2545805, 50.4220073)","(80.2534975, 50.4213668)"
улица Чехова,123.601,"(80.2545832, 50.4233869)","(80.2558109, 50.4241767)"
улица Чехова,104.152,"(80.2545832, 50.4233869)","(80.2534977, 50.4227552)"
Трусова,109.678,"(80.2545832, 50.4233869)","(80.2556569, 50.4226763)"
Байсеитова,104.241,"(80.2567182, 50.4187512)","(80.2577708, 50.4194062)"
Байсеитова,40.58,"(80.2567182, 50.4187512)","(80.2563074, 50.4184969)"
Шәкәрім даңғылы,43.735,"(80.257984, 50.417895)","(80.2584264, 50.4181693)"
Шәкәрім даңғылы,2.354,"(80.257984, 50.417895)","(80.2579598, 50.4178805)"
Жамақаев көшесі,125.977,"(80.257984, 50.417895)","(80.2592089, 50.4170738)"
улица Уранхаева,22.451,"(80.2592089, 50.4170738)","(80.2594357, 50.4172148)"
улица Уранхаева,168.767,"(80.2592089, 50.4170738)","(80.2575123, 50.4160085)"
Жамақаев көшесі,134.731,"(80.2592089, 50.4170738)","(80.260519, 50.4161956)"
Жамақаев көшесі,125.977,"(80.2592089, 50.4170738)","(80.257984, 50.417895)"
Шәкәрім даңғылы,42.91,"(80.2594742, 50.4188362)","(80.2590482, 50.4185619)"
Шәкәрім даңғылы,103.618,"(80.2594742, 50.4188362)","(80.2605112, 50.4194933)"
Гоголя,130.381,"(80.2594742, 50.4188362)","(80.2581608, 50.4196575)"
,68.112,"(80.2594742, 50.4188362)","(80.2601621, 50.4184083)"
улица Герцена,51.108,"(80.2552124, 50.4196255)","(80.2557328, 50.4199438)"
улица Герцена,76.161,"(80.2552124, 50.4196255)","(80.2544396, 50.4191494)"
улица Жамакаева,144.337,"(80.2552124, 50.4196255)","(80.2567182, 50.4187512)"
Байсеитова,4.728,"(80.2581608, 50.4196575)","(80.2582093, 50.4196867)"
Байсеитова,39.298,"(80.2581608, 50.4196575)","(80.2577708, 50.4194062)"
Гоголя,130.381,"(80.2581608, 50.4196575)","(80.2594742, 50.4188362)"
Гоголя,109.485,"(80.2556453, 50.4212937)","(80.2545805, 50.4220073)"
улица Засядко,99.913,"(80.2556453, 50.4212937)","(80.2546382, 50.4206647)"
улица Засядко,105.898,"(80.2556453, 50.4212937)","(80.2567214, 50.4219547)"
Гоголя,112.03900000000002,"(80.2556453, 50.4212937)","(80.2567772, 50.4206089)"
улица Герцена,104.616,"(80.2567772, 50.4206089)","(80.2557328, 50.4199438)"
улица Герцена,99.74,"(80.2567772, 50.4206089)","(80.2577983, 50.4212264)"
Гоголя,112.03899999999999,"(80.2567772, 50.4206089)","(80.2556453, 50.4212937)"
Трусова,91.241,"(80.2577983, 50.4212264)","(80.2587044, 50.4206433)"
Трусова,111.261,"(80.2577983, 50.4212264)","(80.2567214, 50.4219547)"
улица Герцена,99.74,"(80.2577983, 50.4212264)","(80.2567772, 50.4206089)"
улица Герцена,108.142,"(80.2577983, 50.4212264)","(80.2588902, 50.421906)"
Шәкәрім даңғылы,103.618,"(80.2605112, 50.4194933)","(80.2594742, 50.4188362)"
Шәкәрім даңғылы,106.909,"(80.2605112, 50.4194933)","(80.2615989, 50.4201597)"
Трусова,127.799,"(80.2605112, 50.4194933)","(80.2592126, 50.420291)"
,70.892,"(80.2605112, 50.4194933)","(80.2611994, 50.4190305)"
Байсеитова,108.575,"(80.2592126, 50.420291)","(80.2603165, 50.4209683)"
Байсеитова,97.816,"(80.2592126, 50.420291)","(80.2582093, 50.4196867)"
Трусова,127.799,"(80.2592126, 50.420291)","(80.2605112, 50.4194933)"
Трусова,53.207,"(80.2592126, 50.420291)","(80.2587044, 50.4206433)"
Байсеитова,89.353,"(80.2603165, 50.4209683)","(80.2612124, 50.4215339)"
Байсеитова,108.575,"(80.2603165, 50.4209683)","(80.2592126, 50.420291)"
Ешекеева,145.198,"(80.2603165, 50.4209683)","(80.2588902, 50.421906)"
Ешекеева,127.824,"(80.2603165, 50.4209683)","(80.2615989, 50.4201597)"
Ешекеева,145.198,"(80.2588902, 50.421906)","(80.2603165, 50.4209683)"
улица Герцена,108.142,"(80.2588902, 50.421906)","(80.2577983, 50.4212264)"
улица Герцена,65.495,"(80.2588902, 50.421906)","(80.2595478, 50.42232)"
Ешекеева,146.539,"(80.2653841, 50.4176938)","(80.2668394, 50.4167574)"
Ешекеева,140.416,"(80.2653841, 50.4176938)","(80.2640314, 50.4186167)"
улица Мангилик Ел,85.159,"(80.2653841, 50.4176938)","(80.2661828, 50.4182661)"
улица Мангилик Ел,110.205,"(80.2653841, 50.4176938)","(80.2643726, 50.4169409)"
Смоленская улица,142.427,"(80.2661828, 50.4182661)","(80.2647285, 50.4191504)"
улица Мангилик Ел,92.211,"(80.2661828, 50.4182661)","(80.2669555, 50.4189334)"
улица Мангилик Ел,85.159,"(80.2661828, 50.4182661)","(80.2653841, 50.4176938)"
Смоленская улица,152.055,"(80.2661828, 50.4182661)","(80.2676259, 50.4172545)"
улица Трусова,137.026,"(80.2643726, 50.4169409)","(80.2657028, 50.4160464)"
улица Трусова,140.715,"(80.2643726, 50.4169409)","(80.2630317, 50.4178744)"
улица Мангилик Ел,110.205,"(80.2643726, 50.4169409)","(80.2653841, 50.4176938)"
улица Мангилик Ел,100.349,"(80.2643726, 50.4169409)","(80.2634336, 50.4162653)"
Ешекеева,140.416,"(80.2640314, 50.4186167)","(80.2653841, 50.4176938)"
Ешекеева,117.716,"(80.2640314, 50.4186167)","(80.2628717, 50.4193748)"
Бауыржан Момышұлы көшесі,77.208,"(80.2640314, 50.4186167)","(80.2647285, 50.4191504)"
Бауыржан Момышұлы көшесі,108.77099999999999,"(80.2640314, 50.4186167)","(80.2630317, 50.4178744)"
Шәкәрім даңғылы,106.909,"(80.2615989, 50.4201597)","(80.2605112, 50.4194933)"
Шәкәрім даңғылы,108.123,"(80.2615989, 50.4201597)","(80.2626881, 50.4208408)"
Ешекеева,127.824,"(80.2615989, 50.4201597)","(80.2603165, 50.4209683)"
,73.031,"(80.2615989, 50.4201597)","(80.2623218, 50.4196915)"
Амангелді көшесі,129.657,"(80.2654344, 50.4211621)","(80.2639649, 50.4218571)"
улица Уранхаева,145.572,"(80.2654344, 50.4211621)","(80.2641438, 50.4201514)"
Амангелді көшесі,22.55,"(80.2654344, 50.4211621)","(80.2657415, 50.4211088)"
Трусова,111.261,"(80.2567214, 50.4219547)","(80.2577983, 50.4212264)"
Трусова,110.116,"(80.2567214, 50.4219547)","(80.2556569, 50.4226763)"
улица Засядко,105.898,"(80.2567214, 50.4219547)","(80.2556453, 50.4212937)"
улица Засядко,153.132,"(80.2567214, 50.4219547)","(80.2582774, 50.4229106)"
Трусова,110.116,"(80.2556569, 50.4226763)","(80.2567214, 50.4219547)"
Трусова,109.678,"(80.2556569, 50.4226763)","(80.2545832, 50.4233869)"
Аймаутова (Пролетарская),134.851,"(80.2556569, 50.4226763)","(80.2570081, 50.4235305)"
Аймаутова (Пролетарская),106.532,"(80.2556569, 50.4226763)","(80.2545805, 50.4220073)"
улица Засядко,107.609,"(80.260442, 50.424676)","(80.2595476, 50.4238938)"
улица Засядко,104.605,"(80.260442, 50.424676)","(80.2613212, 50.4254318)"
Тельмана,76.707,"(80.260442, 50.424676)","(80.2595774, 50.4250913)"
Тельмана,112.051,"(80.260442, 50.424676)","(80.261719, 50.4240814)"
Амангельды,98.595,"(80.2584356, 50.424427)","(80.2595476, 50.4238938)"
