Название улицы,Длина,Начальные координаты,Конечные координаты
,95.429,"(71.3540245, 42.9052252)","(71.3541761, 42.9043742)"
,34.039,"(71.3540245, 42.9052252)","(71.3544202, 42.9051267)"
,81.331,"(71.3540245, 42.9052252)","(71.3530514, 42.9053893)"
Ломоносова,70.2,"(71.350354, 42.9069106)","(71.350687, 42.9074929)"
Ломоносова,155.538,"(71.350354, 42.9069106)","(71.350354, 42.9069106)"
Ломоносова,155.53799999999998,"(71.350354, 42.9069106)","(71.350354, 42.9069106)"
Ломоносова,70.2,"(71.350687, 42.9074929)","(71.350354, 42.9069106)"
Ломоносова,81.2,"(71.350687, 42.9074929)","(71.3510674, 42.9081679)"
Ломоносова,151.983,"(71.350687, 42.9074929)","(71.3524047, 42.9069588)"
Ломоносова,131.502,"(71.350687, 42.9074929)","(71.3492011, 42.9079556)"
Ломоносова,81.2,"(71.3510674, 42.9081679)","(71.350687, 42.9074929)"
Ломоносова,42.716,"(71.3535029, 42.9063251)","(71.353476, 42.9066277)"
Ломоносова,35.578,"(71.353696, 42.9068909)","(71.353476, 42.9066277)"
Ломоносова,94.703,"(71.353476, 42.9066277)","(71.3524047, 42.9069588)"
Ломоносова,42.716,"(71.353476, 42.9066277)","(71.3535029, 42.9063251)"
Ломоносова,35.578,"(71.353476, 42.9066277)","(71.353696, 42.9068909)"
Қадырғали Жалайыри,112.518,"(71.3492011, 42.9079556)","(71.3497254, 42.9088918)"
Ломоносова,131.502,"(71.3492011, 42.9079556)","(71.350687, 42.9074929)"
Қадырғали Жалайыри,113.76599999999999,"(71.3492011, 42.9079556)","(71.3486903, 42.907004)"
Достоевского,87.716,"(71.3544202, 42.9051267)","(71.3545382, 42.9043426)"
,34.039,"(71.3544202, 42.9051267)","(71.3540245, 42.9052252)"
Достоевского,31.353,"(71.3544202, 42.9051267)","(71.354454, 42.9054029)"
,81.331,"(71.3530514, 42.9053893)","(71.3540245, 42.9052252)"
,60.442,"(71.3530514, 42.9053893)","(71.3523227, 42.9054921)"
,86.21,"(71.3530514, 42.9053893)","(71.3528161, 42.9046334)"
,27.316,"(71.3530514, 42.9053893)","(71.3531075, 42.9056315)"
,60.442,"(71.3523227, 42.9054921)","(71.3530514, 42.9053893)"
,30.859,"(71.3527733, 42.904496)","(71.3531481, 42.9044554)"
,28.398,"(71.3527733, 42.904496)","(71.3524407, 42.9044194)"
,15.671,"(71.3527733, 42.904496)","(71.3528161, 42.9046334)"
,20.266,"(71.3518184, 42.9049676)","(71.3520672, 42.9049655)"
,20.266,"(71.3520672, 42.9049655)","(71.3518184, 42.9049676)"
,37.562,"(71.3520672, 42.9049655)","(71.3520652, 42.9046277)"
,98.49000000000001,"(71.3520672, 42.9049655)","(71.3522646, 42.9057587)"
,37.562,"(71.3520652, 42.9046277)","(71.3520672, 42.9049655)"
Рахимов көшесі,48.033,"(71.3522646, 42.9057587)","(71.3516876, 42.905848)"
Рахимов көшесі,70.094,"(71.3522646, 42.9057587)","(71.3531075, 42.9056315)"
,98.49000000000001,"(71.3522646, 42.9057587)","(71.3520672, 42.9049655)"
,62.827,"(71.3522637, 42.9014802)","(71.3518775, 42.9017791)"
Ұлбике ақын,7.407,"(71.3515982, 42.9017827)","(71.3516002, 42.9018493)"
Ұлбике ақын,62.111,"(71.3515982, 42.9017827)","(71.3515741, 42.9012244)"
,22.753,"(71.3515982, 42.9017827)","(71.3518775, 42.9017791)"
,26.765,"(71.3517857, 42.9018712)","(71.3517856, 42.9021119)"
,14.961,"(71.3517857, 42.9018712)","(71.3516022, 42.9018772)"
,6.58,"(71.3517857, 42.9018712)","(71.3518664, 42.9018686)"
,26.765,"(71.3517856, 42.9021119)","(71.3517857, 42.9018712)"
,14.102,"(71.3517856, 42.9021119)","(71.3516126, 42.9021168)"
,110.47999999999999,"(71.3517856, 42.9021119)","(71.3518664, 42.9018686)"
Ұлбике ақын,26.656,"(71.3516022, 42.9018772)","(71.3516126, 42.9021168)"
Ұлбике ақын,3.107,"(71.3516022, 42.9018772)","(71.3516002, 42.9018493)"
,14.961,"(71.3516022, 42.9018772)","(71.3517857, 42.9018712)"
Ұлбике ақын,16.621,"(71.3516126, 42.9021168)","(71.351619, 42.9022662)"
Ұлбике ақын,26.656,"(71.3516126, 42.9021168)","(71.3516022, 42.9018772)"
,14.102,"(71.3516126, 42.9021168)","(71.3517856, 42.9021119)"
переулок Жуанышева,122.291,"(71.3530683, 42.9023565)","(71.351619, 42.9022662)"
Ұлбике ақын,86.097,"(71.351619, 42.9022662)","(71.3516524, 42.9030401)"
Ұлбике ақын,16.621,"(71.351619, 42.9022662)","(71.3516126, 42.9021168)"
переулок Жуанышева,122.291,"(71.351619, 42.9022662)","(71.3530683, 42.9023565)"
,36.105,"(71.3501984, 42.903274)","(71.3506416, 42.9032679)"
,36.105,"(71.3506416, 42.9032679)","(71.3501984, 42.903274)"
,19.75,"(71.3506416, 42.9032679)","(71.3506328, 42.9030904)"
,33.915,"(71.3506416, 42.9032679)","(71.3506164, 42.9035641)"
,13.069,"(71.3506164, 42.9035641)","(71.3505256, 42.903661)"
,65.51599999999999,"(71.3506164, 42.9035641)","(71.3505256, 42.903661)"
,33.915,"(71.3506164, 42.9035641)","(71.3506416, 42.9032679)"
,58.480999999999995,"(71.3508797, 42.9024429)","(71.3506329, 42.9028673)"
,37.347,"(71.3502306, 42.9027907)","(71.3506329, 42.9028673)"
,24.808,"(71.3506329, 42.9028673)","(71.3506328, 42.9030904)"
,58.481,"(71.3506329, 42.9028673)","(71.3508797, 42.9024429)"
,37.347,"(71.3506329, 42.9028673)","(71.3502306, 42.9027907)"
,24.808,"(71.3506328, 42.9030904)","(71.3506329, 42.9028673)"
,19.75,"(71.3506328, 42.9030904)","(71.3506416, 42.9032679)"
,83.236,"(71.3506328, 42.9030904)","(71.3516524, 42.9030401)"
,78.779,"(71.3506328, 42.9030904)","(71.3497102, 42.9030284)"
,13.069,"(71.3505256, 42.903661)","(71.3506164, 42.9035641)"
,65.516,"(71.3505256, 42.903661)","(71.3506164, 42.9035641)"
,18.364,"(71.3505256, 42.903661)","(71.350531, 42.9038261)"
,18.364,"(71.350531, 42.9038261)","(71.3505256, 42.903661)"
,26.908,"(71.3497263, 42.9032701)","(71.3497102, 42.9030284)"
,21.262,"(71.3489964, 42.9019856)","(71.3492542, 42.9019556)"
,31.39,"(71.3489964, 42.9019856)","(71.3486158, 42.9020299)"
,57.80200000000001,"(71.3489964, 42.9019856)","(71.3493508, 42.9022543)"
,47.409,"(71.3486158, 42.9020299)","(71.3486319, 42.9024561)"
,31.39,"(71.3486158, 42.9020299)","(71.3489964, 42.9019856)"
,26.401,"(71.3486158, 42.9020299)","(71.3482957, 42.9020672)"
,47.409,"(71.3486319, 42.9024561)","(71.3486158, 42.9020299)"
,21.308,"(71.3486319, 42.9024561)","(71.3483707, 42.9024455)"
,75.474,"(71.3486319, 42.9024561)","(71.3488782, 42.9029904)"
,21.308,"(71.3483707, 42.9024455)","(71.3486319, 42.9024561)"
1-й переулок Рахимова,63.34,"(71.3483707, 42.9024455)","(71.3484826, 42.9030092)"
1-й переулок Рахимова,42.506,"(71.3483707, 42.9024455)","(71.3482957, 42.9020672)"
,49.52,"(71.3488782, 42.9029904)","(71.3494849, 42.9029616)"
,32.29,"(71.3488782, 42.9029904)","(71.3484826, 42.9030092)"
,75.474,"(71.3488782, 42.9029904)","(71.3486319, 42.9024561)"
,26.401,"(71.3482957, 42.9020672)","(71.3486158, 42.9020299)"
1-й переулок Рахимова,42.506,"(71.3482957, 42.9020672)","(71.3483707, 42.9024455)"
1-й переулок Рахимова,80.724,"(71.3482957, 42.9020672)","(71.348153, 42.9013488)"
Төле би,85.226,"(71.3491638, 42.9011329)","(71.3481195, 42.9011804)"
Төле би,62.652,"(71.3491638, 42.9011329)","(71.3499301, 42.9010842)"
,91.776,"(71.3491638, 42.9011329)","(71.3492542, 42.9019556)"
,21.262,"(71.3492542, 42.9019556)","(71.3489964, 42.9019856)"
,91.776,"(71.3492542, 42.9019556)","(71.3491638, 42.9011329)"
,35.052,"(71.3492542, 42.9019556)","(71.3493508, 42.9022543)"
,57.802,"(71.3493508, 42.9022543)","(71.3489964, 42.9019856)"
,35.052,"(71.3493508, 42.9022543)","(71.3492542, 42.9019556)"
,79.44,"(71.3493508, 42.9022543)","(71.3494849, 42.9029616)"
Ұлбике ақын,13.75,"(71.3516524, 42.9030401)","(71.3516577, 42.9031637)"
Ұлбике ақын,86.097,"(71.3516524, 42.9030401)","(71.351619, 42.9022662)"
,83.236,"(71.3516524, 42.9030401)","(71.3506328, 42.9030904)"
,26.908,"(71.3497102, 42.9030284)","(71.3497263, 42.9032701)"
,19.797,"(71.3497102, 42.9030284)","(71.3494849, 42.9029616)"
,78.779,"(71.3497102, 42.9030284)","(71.3506328, 42.9030904)"
,19.797,"(71.3494849, 42.9029616)","(71.3497102, 42.9030284)"
,49.52,"(71.3494849, 42.9029616)","(71.3488782, 42.9029904)"
,79.44,"(71.3494849, 42.9029616)","(71.3493508, 42.9022543)"
,32.29,"(71.3484826, 42.9030092)","(71.3488782, 42.9029904)"
1-й переулок Рахимова,26.877,"(71.3484826, 42.9030092)","(71.34853, 42.9032484)"
1-й переулок Рахимова,63.34,"(71.3484826, 42.9030092)","(71.3483707, 42.9024455)"
Рахимов көшесі,116.936,"(71.3463195, 42.906739)","(71.3449148, 42.9069553)"
Рахимов көшесі,52.055,"(71.3463195, 42.906739)","(71.3469372, 42.906619)"
,56.559000000000005,"(71.3463195, 42.906739)","(71.3464487, 42.9063055)"
,84.77199999999999,"(71.345585, 42.9061601)","(71.3464487, 42.9063055)"
,56.559,"(71.3464487, 42.9063055)","(71.3463195, 42.906739)"
,84.77199999999999,"(71.3464487, 42.9063055)","(71.345585, 42.9061601)"
,39.217,"(71.3464487, 42.9063055)","(71.3468761, 42.9061795)"
Рахимова 2 проезд,57.472,"(71.3468761, 42.9061795)","(71.3468046, 42.9056653)"
Рахимова 2 проезд,49.123,"(71.3468761, 42.9061795)","(71.3469372, 42.906619)"
,39.217,"(71.3468761, 42.9061795)","(71.3464487, 42.9063055)"
,92.47,"(71.3456762, 42.9057377)","(71.3453263, 42.9051155)"
,38.859,"(71.3453263, 42.9051155)","(71.3452928, 42.9047669)"
,10.668,"(71.3453263, 42.9051155)","(71.3453355, 42.9052112)"
,92.47,"(71.3453263, 42.9051155)","(71.3456762, 42.9057377)"
,38.859,"(71.3452928, 42.9047669)","(71.3453263, 42.9051155)"
,13.351,"(71.3452928, 42.9047669)","(71.3454562, 42.9047573)"
,44.441,"(71.3452928, 42.9047669)","(71.3447499, 42.9048068)"
,17.567,"(71.345357, 42.9053684)","(71.3453355, 42.9052112)"
,16.181,"(71.3453382, 42.9054961)","(71.345349, 42.9056414)"
,17.935,"(71.3453597, 42.9058025)","(71.345349, 42.9056414)"
,16.181,"(71.345349, 42.9056414)","(71.3453382, 42.9054961)"
,17.935,"(71.345349, 42.9056414)","(71.3453597, 42.9058025)"
,43.693,"(71.345349, 42.9056414)","(71.3448127, 42.9056509)"
Рыспек батыр,50.955,"(71.3448127, 42.9056509)","(71.3447769, 42.9051934)"
Рыспек батыр,145.281,"(71.3448127, 42.9056509)","(71.3449148, 42.9069553)"
,43.693,"(71.3448127, 42.9056509)","(71.345349, 42.9056414)"
,10.668,"(71.3453355, 42.9052112)","(71.3453263, 42.9051155)"
,17.567,"(71.3453355, 42.9052112)","(71.345357, 42.9053684)"
,45.753,"(71.3453355, 42.9052112)","(71.3447769, 42.9051934)"
,56.944,"(71.3461107, 42.9057279)","(71.3468046, 42.9056653)"
Рахимова 2 проезд,114.062,"(71.3468046, 42.9056653)","(71.3466627, 42.9046448)"
Рахимова 2 проезд,57.472,"(71.3468046, 42.9056653)","(71.3468761, 42.9061795)"
,56.944,"(71.3468046, 42.9056653)","(71.3461107, 42.9057279)"
,60.364,"(71.3465828, 42.9041051)","(71.3466627, 42.9046448)"
Рыспек батыр,33.916,"(71.3447499, 42.9048068)","(71.3447343, 42.904502)"
Рыспек батыр,43.044,"(71.3447499, 42.9048068)","(71.3447769, 42.9051934)"
,44.441,"(71.3447499, 42.9048068)","(71.3452928, 42.9047669)"
,46.768,"(71.3457888, 42.9039557)","(71.3454133, 42.9041483)"
,99.061,"(71.3454562, 42.9047573)","(71.3466627, 42.9046448)"
,13.351,"(71.3454562, 42.9047573)","(71.3452928, 42.9047669)"
,67.808,"(71.3454562, 42.9047573)","(71.3454133, 42.9041483)"
,67.808,"(71.3454133, 42.9041483)","(71.3454562, 42.9047573)"
,46.768,"(71.3454133, 42.9041483)","(71.3457888, 42.9039557)"
,67.549,"(71.3454133, 42.9041483)","(71.344834, 42.9043801)"
,32.479,"(71.3448715, 42.9046709)","(71.344834, 42.9043801)"
,32.479,"(71.344834, 42.9043801)","(71.3448715, 42.9046709)"
,8.899,"(71.344834, 42.9043801)","(71.344726, 42.9043922)"
,67.549,"(71.344834, 42.9043801)","(71.3454133, 42.9041483)"
Рыспек батыр,124.965,"(71.344726, 42.9043922)","(71.3446407, 42.9032701)"
Рыспек батыр,12.228,"(71.344726, 42.9043922)","(71.3447343, 42.904502)"
,8.899,"(71.344726, 42.9043922)","(71.344834, 42.9043801)"
,69.005,"(71.3455031, 42.9030427)","(71.3454509, 42.9024233)"
переулок Рысбек батыра,31.457,"(71.3455031, 42.9030427)","(71.3451236, 42.9030952)"
переулок Рысбек батыра,4.807,"(71.3455031, 42.9030427)","(71.3455611, 42.9030347)"
,62.05,"(71.3453489, 42.9020382)","(71.3450867, 42.9024308)"
,73.939,"(71.3450867, 42.9024308)","(71.3451236, 42.9030952)"
переулок Рысбек батыра,29.677,"(71.3450867, 42.9024308)","(71.3454509, 42.9024233)"
переулок Рысбек батыра,41.907,"(71.3450867, 42.9024308)","(71.3445724, 42.9024414)"
,62.050000000000004,"(71.3450867, 42.9024308)","(71.3453489, 42.9020382)"
,41.288,"(71.3455611, 42.9030347)","(71.345585, 42.9034056)"
переулок Рысбек батыра,4.807,"(71.3455611, 42.9030347)","(71.3455031, 42.9030427)"
переулок Рысбек батыра,114.48,"(71.3455611, 42.9030347)","(71.3469422, 42.9028437)"
,41.288,"(71.345585, 42.9034056)","(71.3455611, 42.9030347)"
,52.443,"(71.3499892, 42.906557)","(71.3493562, 42.9066434)"
,8.712,"(71.3492542, 42.906667)","(71.3493562, 42.9066434)"
,52.443,"(71.3493562, 42.9066434)","(71.3499892, 42.906557)"
,8.712,"(71.3493562, 42.9066434)","(71.3492542, 42.906667)"
,43.738,"(71.3493562, 42.9066434)","(71.349238, 42.9062597)"
,33.003,"(71.3505203, 42.9063465)","(71.3504328, 42.9060567)"
,71.768,"(71.3505203, 42.9063465)","(71.3505203, 42.9063465)"
,71.768,"(71.3505203, 42.9063465)","(71.3505203, 42.9063465)"
Рахимов көшесі,30.944,"(71.3504328, 42.9060567)","(71.3508033, 42.9059951)"
,33.003,"(71.3504328, 42.9060567)","(71.3505203, 42.9063465)"
Рахимов көшесі,74.073,"(71.3504328, 42.9060567)","(71.349546, 42.9062045)"
,50.626999999999995,"(71.3515234, 42.9061915)","(71.3511971, 42.9059296)"
Рахимов көшесі,32.89,"(71.3511971, 42.9059296)","(71.3508033, 42.9059951)"
Рахимов көшесі,40.967,"(71.3511971, 42.9059296)","(71.3516876, 42.905848)"
,50.627,"(71.3511971, 42.9059296)","(71.3515234, 42.9061915)"
,55.871,"(71.3511103, 42.9063841)","(71.3508033, 42.9059951)"
Рахимов көшесі,30.944,"(71.3508033, 42.9059951)","(71.3504328, 42.9060567)"
Рахимов көшесі,32.89,"(71.3508033, 42.9059951)","(71.3511971, 42.9059296)"
,55.871,"(71.3508033, 42.9059951)","(71.3511103, 42.9063841)"
,81.74,"(71.3510138, 42.905665)","(71.351657, 42.9053703)"
Ұлбике ақын,130.149,"(71.351657, 42.9053703)","(71.3516731, 42.9041999)"
Ұлбике ақын,53.411,"(71.351657, 42.9053703)","(71.3516876, 42.905848)"
,81.74,"(71.351657, 42.9053703)","(71.3510138, 42.905665)"
,33.997,"(71.3500214, 42.904722)","(71.3496941, 42.9048241)"
,36.97,"(71.3501126, 42.9058379)","(71.3498014, 42.9057082)"
,98.695,"(71.3498014, 42.9057082)","(71.3496941, 42.9048241)"
,26.65,"(71.3498014, 42.9057082)","(71.3494752, 42.905727)"
,36.97,"(71.3498014, 42.9057082)","(71.3501126, 42.9058379)"
,26.65,"(71.3494752, 42.905727)","(71.3498014, 42.9057082)"
1-й переулок Рахимова,53.408,"(71.3494752, 42.905727)","(71.349546, 42.9062045)"
1-й переулок Рахимова,98.438,"(71.3494752, 42.905727)","(71.3493447, 42.9048469)"
,98.695,"(71.3496941, 42.9048241)","(71.3498014, 42.9057082)"
,28.571,"(71.3496941, 42.9048241)","(71.3493447, 42.9048469)"
,33.997,"(71.3496941, 42.9048241)","(71.3500214, 42.904722)"
,28.571,"(71.3493447, 42.9048469)","(71.3496941, 42.9048241)"
1-й переулок Рахимова,98.438,"(71.3493447, 42.9048469)","(71.3494752, 42.905727)"
1-й переулок Рахимова,47.526,"(71.3493447, 42.9048469)","(71.3492729, 42.904423)"
переулок Улбике акына,77.02,"(71.3507361, 42.9042932)","(71.3516731, 42.9041999)"
переулок Улбике акына,120.048,"(71.3507361, 42.9042932)","(71.3492729, 42.904423)"
,93.52199999999999,"(71.3507361, 42.9042932)","(71.3509494, 42.9051149)"
,93.52199999999999,"(71.3509494, 42.9051149)","(71.3507361, 42.9042932)"
переулок Улбике акына,120.048,"(71.3492729, 42.904423)","(71.3507361, 42.9042932)"
1-й переулок Рахимова,47.526,"(71.3492729, 42.904423)","(71.3493447, 42.9048469)"
1-й переулок Рахимова,137.18200000000002,"(71.3492729, 42.904423)","(71.3486052, 42.9034921)"
1-й переулок Рахимова,27.782,"(71.3486052, 42.9034921)","(71.34853, 42.9032484)"
,60.628,"(71.3486052, 42.9034921)","(71.3478756, 42.9036001)"
1-й переулок Рахимова,137.18200000000002,"(71.3486052, 42.9034921)","(71.3492729, 42.904423)"
переулок Рысбек батыра,222.04,"(71.3458371, 42.9035471)","(71.34853, 42.9032484)"
1-й переулок Рахимова,27.782,"(71.34853, 42.9032484)","(71.3486052, 42.9034921)"
1-й переулок Рахимова,26.877,"(71.34853, 42.9032484)","(71.3484826, 42.9030092)"
переулок Рысбек батыра,222.04,"(71.34853, 42.9032484)","(71.3458371, 42.9035471)"
,73.939,"(71.3451236, 42.9030952)","(71.3450867, 42.9024308)"
переулок Рысбек батыра,40.029,"(71.3451236, 42.9030952)","(71.3446329, 42.903115)"
переулок Рысбек батыра,31.457,"(71.3451236, 42.9030952)","(71.3455031, 42.9030427)"
переулок Рысбек батыра,114.48,"(71.3469422, 42.9028437)","(71.3455611, 42.9030347)"
переулок Рысбек батыра,187.875,"(71.3476825, 42.9020303)","(71.3454509, 42.9024233)"
,69.005,"(71.3454509, 42.9024233)","(71.3455031, 42.9030427)"
переулок Рысбек батыра,29.677,"(71.3454509, 42.9024233)","(71.3450867, 42.9024308)"
переулок Рысбек батыра,187.875,"(71.3454509, 42.9024233)","(71.3476825, 42.9020303)"
,195.417,"(71.3317287, 42.910325)","(71.329826, 42.9104633)"
,33.515,"(71.3402151, 42.9028931)","(71.3402412, 42.9031939)"
,20.607,"(71.3402151, 42.9028931)","(71.3399626, 42.9029047)"
,57.937,"(71.3402151, 42.9028931)","(71.3409241, 42.9028512)"
,33.515,"(71.3402412, 42.9031939)","(71.3402151, 42.9028931)"
,35.482,"(71.3402412, 42.9031939)","(71.3398069, 42.9032188)"
,154.756,"(71.3402412, 42.9031939)","(71.3405937, 42.9044195)"
,12.177,"(71.3441366, 42.9055471)","(71.3442861, 42.9055464)"
,12.177,"(71.3442861, 42.9055464)","(71.3441366, 42.9055471)"
,148.819,"(71.3442861, 42.9055464)","(71.3441014, 42.9068076)"
,41.263000000000005,"(71.3442861, 42.9055464)","(71.3443566, 42.9052181)"
,39.985,"(71.343686, 42.9051699)","(71.3436514, 42.9048112)"
,39.985,"(71.3436514, 42.9048112)","(71.343686, 42.9051699)"
,4.1,"(71.3436514, 42.9048112)","(71.3436028, 42.9048208)"
,67.99600000000001,"(71.3436514, 42.9048112)","(71.3443129, 42.9045165)"
,78.096,"(71.3443129, 42.9045165)","(71.3443566, 42.9052181)"
,25.473,"(71.3443129, 42.9045165)","(71.3446253, 42.9045058)"
,67.99600000000001,"(71.3443129, 42.9045165)","(71.3436514, 42.9048112)"
,78.096,"(71.3443566, 42.9052181)","(71.3443129, 42.9045165)"
,34.343,"(71.3443566, 42.9052181)","(71.3447769, 42.9051934)"
,41.263,"(71.3443566, 42.9052181)","(71.3442861, 42.9055464)"
,34.882,"(71.3437223, 42.9031466)","(71.34415, 42.9031306)"
,103.696,"(71.3437223, 42.9031466)","(71.3436645, 42.902215)"
,55.298,"(71.3437223, 42.9031466)","(71.343753, 42.9036434)"
,34.882,"(71.34415, 42.9031306)","(71.3437223, 42.9031466)"
,30.435,"(71.34415, 42.9031306)","(71.3445233, 42.9031185)"
,137.099,"(71.34415, 42.9031306)","(71.3436645, 42.902215)"
Завкомовская,41.555,"(71.3426641, 42.9023795)","(71.3427848, 42.9027426)"
,86.988,"(71.3426641, 42.9023795)","(71.3436645, 42.902215)"
Завкомовская,83.53599999999999,"(71.3426641, 42.9023795)","(71.3425966, 42.9016314)"
,103.696,"(71.3436645, 42.902215)","(71.3437223, 42.9031466)"
,137.099,"(71.3436645, 42.902215)","(71.34415, 42.9031306)"
,86.988,"(71.3436645, 42.902215)","(71.3426641, 42.9023795)"
,55.298,"(71.343753, 42.9036434)","(71.3437223, 42.9031466)"
,33.476,"(71.3431764, 42.9026512)","(71.3427848, 42.9027426)"
,33.476,"(71.3427848, 42.9027426)","(71.3431764, 42.9026512)"
Завкомовская,41.555,"(71.3427848, 42.9027426)","(71.3426641, 42.9023795)"
Завкомовская,240.499,"(71.3427848, 42.9027426)","(71.3436028, 42.9048208)"
,60.423,"(71.3427848, 42.9027426)","(71.3420499, 42.9028143)"
Завкомовская,240.499,"(71.3436028, 42.9048208)","(71.3427848, 42.9027426)"
,4.1,"(71.3436028, 42.9048208)","(71.3436514, 42.9048112)"
,70.26100000000001,"(71.3436028, 42.9048208)","(71.3427687, 42.9049577)"
,34.06,"(71.3420499, 42.9028143)","(71.3416318, 42.9028195)"
Аппасовой,248.666,"(71.3420499, 42.9028143)","(71.3427687, 42.9049577)"
,60.423,"(71.3420499, 42.9028143)","(71.3427848, 42.9027426)"
Аппасовой,248.666,"(71.3427687, 42.9049577)","(71.3420499, 42.9028143)"
,288.40999999999997,"(71.3427687, 42.9049577)","(71.3441014, 42.9068076)"
,70.26100000000001,"(71.3427687, 42.9049577)","(71.3436028, 42.9048208)"
,31.227,"(71.3441014, 42.9068076)","(71.3440186, 42.9065334)"
,31.752,"(71.3441014, 42.9068076)","(71.3441857, 42.9070864)"
,288.41,"(71.3441014, 42.9068076)","(71.3427687, 42.9049577)"
,148.81900000000002,"(71.3441014, 42.9068076)","(71.3442861, 42.9055464)"
Рыспек батыр,43.044,"(71.3447769, 42.9051934)","(71.3447499, 42.9048068)"
Рыспек батыр,50.955,"(71.3447769, 42.9051934)","(71.3448127, 42.9056509)"
,34.343,"(71.3447769, 42.9051934)","(71.3443566, 42.9052181)"
,45.753,"(71.3447769, 42.9051934)","(71.3453355, 42.9052112)"
,31.227,"(71.3440186, 42.9065334)","(71.3441014, 42.9068076)"
Рахимов көшесі,31.285,"(71.3441857, 42.9070864)","(71.3438094, 42.9071429)"
Рахимов көшесі,61.145,"(71.3441857, 42.9070864)","(71.3449148, 42.9069553)"
,31.752,"(71.3441857, 42.9070864)","(71.3441014, 42.9068076)"
,190.146,"(71.341296, 42.9061893)","(71.342471, 42.9069754)"
,163.94400000000002,"(71.341296, 42.9061893)","(71.342471, 42.9069754)"
,52.613,"(71.341296, 42.9061893)","(71.3406961, 42.9060462)"
,24.413,"(71.3427606, 42.9069303)","(71.342471, 42.9069754)"
,41.31699999999999,"(71.3427606, 42.9069303)","(71.3428953, 42.9072863)"
,100.215,"(71.3427606, 42.9069303)","(71.342589, 42.906052)"
Рахимов көшесі,77.929,"(71.3428953, 42.9072863)","(71.3419564, 42.9074213)"
Рахимов көшесі,7.188,"(71.3428953, 42.9072863)","(71.3429814, 42.9072721)"
,41.31699999999999,"(71.3428953, 42.9072863)","(71.3427606, 42.9069303)"
,190.14599999999996,"(71.342471, 42.9069754)","(71.341296, 42.9061893)"
,163.94400000000002,"(71.342471, 42.9069754)","(71.341296, 42.9061893)"
,24.413,"(71.342471, 42.9069754)","(71.3427606, 42.9069303)"
,43.802,"(71.3406961, 42.9060462)","(71.3406713, 42.9056527)"
,49.835,"(71.3406961, 42.9060462)","(71.3407243, 42.9064939)"
,52.613,"(71.3406961, 42.9060462)","(71.341296, 42.9061893)"
,58.612,"(71.3402353, 42.9065196)","(71.3395175, 42.9065573)"
,194.65,"(71.3402353, 42.9065196)","(71.3395175, 42.9065573)"
,39.93,"(71.3402353, 42.9065196)","(71.3407243, 42.9064939)"
,256.58299999999997,"(71.3402353, 42.9065196)","(71.3383145, 42.9065853)"
,58.612,"(71.3395175, 42.9065573)","(71.3402353, 42.9065196)"
,194.64999999999998,"(71.3395175, 42.9065573)","(71.3402353, 42.9065196)"
,52.895,"(71.3395175, 42.9065573)","(71.3391423, 42.906276)"
,52.894999999999996,"(71.3391423, 42.906276)","(71.3395175, 42.9065573)"
,39.93,"(71.3407243, 42.9064939)","(71.3402353, 42.9065196)"
,49.835,"(71.3407243, 42.9064939)","(71.3406961, 42.9060462)"
,122.678,"(71.3407243, 42.9064939)","(71.3407937, 42.907596)"
,153.78900000000002,"(71.3389653, 42.9067181)","(71.3395089, 42.9078133)"
Аппасов,72.546,"(71.3383145, 42.9065853)","(71.3383689, 42.9072365)"
,98.905,"(71.3383145, 42.9065853)","(71.3383689, 42.9072365)"
Аппасов,94.602,"(71.3383145, 42.9065853)","(71.3382589, 42.9057355)"
,256.58299999999997,"(71.3383145, 42.9065853)","(71.3402353, 42.9065196)"
,84.149,"(71.3385747, 42.9025306)","(71.3386297, 42.9032863)"
,42.058,"(71.3385747, 42.9025306)","(71.3380592, 42.9025524)"
,7.841,"(71.3385747, 42.9025306)","(71.3386708, 42.9025265)"
,84.149,"(71.3386297, 42.9032863)","(71.3385747, 42.9025306)"
,43.015,"(71.3386297, 42.9032863)","(71.3381032, 42.9033165)"
,96.177,"(71.3386297, 42.9032863)","(71.3398069, 42.9032188)"
,20.607,"(71.3399626, 42.9029047)","(71.3402151, 42.9028931)"
,164.648,"(71.3399626, 42.9029047)","(71.3390672, 42.9025097)"
,26.660000000000004,"(71.3399626, 42.9029047)","(71.3396359, 42.9029194)"
,69.614,"(71.3396359, 42.9029194)","(71.339084, 42.902684)"
,67.483,"(71.3396359, 42.9029194)","(71.339084, 42.902684)"
,26.660000000000004,"(71.3396359, 42.9029194)","(71.3399626, 42.9029047)"
,19.43,"(71.339084, 42.902684)","(71.3390672, 42.9025097)"
,69.614,"(71.339084, 42.902684)","(71.3396359, 42.9029194)"
,67.483,"(71.339084, 42.902684)","(71.3396359, 42.9029194)"
,32.342,"(71.3390672, 42.9025097)","(71.3386708, 42.9025265)"
,19.43,"(71.3390672, 42.9025097)","(71.339084, 42.902684)"
,164.64800000000002,"(71.3390672, 42.9025097)","(71.3399626, 42.9029047)"
,42.609,"(71.3398069, 42.9032188)","(71.3398234, 42.9036018)"
,96.177,"(71.3398069, 42.9032188)","(71.3386297, 42.9032863)"
,35.482,"(71.3398069, 42.9032188)","(71.3402412, 42.9031939)"
,42.609,"(71.3398234, 42.9036018)","(71.3398069, 42.9032188)"
